producto_id,nombre_producto,categoria,fecha_caducidad,stock_actual,precio_unitario,sales_ultimos_7d,ventas_promedio_diaria,dias_hasta_caducidad,proveedor,en_promocion,precio_promocion,fecha_ultima_venta,temperatura_almacen,humedad_almacen,categoria_riesgo
PRD-1004,Bistec de Res 500g,carnes,2025-08-05,50,7.5,30,4.3,3,CarnesPremium,False,,2025-07-28,0.0,90.0,alto
PRD-1005,Pan Integral 500g,panaderia,2025-08-07,180,2.0,170,24.3,5,BakeGood,True,1.8,2025-07-30,22.0,60.0,bajo
PRD-1006,Agua Mineral 1.5L,bebidas,2025-09-01,300,0.5,200,28.6,30,HydroSupply Inc.,False,,2025-07-31,8.0,50.0,bajo
PRD-1007,Yogur Natural 125g,lacteos,2025-08-10,120,1.0,95,13.6,8,YogurPlus,False,,2025-07-31,4.0,85.0,bajo
PRD-1008,Bananas 1kg,frutas,2025-08-19,170,1.1,130,18.6,17,Tropical Farms,True,1.0,2025-07-29,4.0,80.0,medio
PRD-1009,Pollo Entero 1kg,carnes,2025-08-04,60,6.8,40,5.7,2,FreshMeat Co.,False,,2025-07-27,2.0,88.0,alto
PRD-1010,Jugo de Naranja 1L,bebidas,2025-08-17,250,1.3,190,27.1,15,CitrusCo,False,,2025-07-31,8.0,55.0,bajo
PRD-1011,Queso Gouda 200g,lacteos,2025-08-09,90,2.5,60,8.6,7,DairyBest Co.,False,,2025-07-30,4.0,70.0,bajo
PRD-1012,Carne de Cerdo 1kg,carnes,2025-08-03,40,8.2,25,3.6,1,CarnesPremium,False,,2025-07-25,2.0,85.0,alto
PRD-1013,Refresco Cola 2L,bebidas,2025-09-01,130,1.5,140,20.0,30,FizzBeverages,True,1.3,2025-07-30,8.0,50.0,bajo
PRD-1014,Leche Descremada 1L,lacteos,2025-08-11,100,0.95,75,10.7,9,DairyBest Co.,False,,2025-07-31,4.0,75.0,bajo
PRD-1015,Sandía 2kg,frutas,2025-08-21,140,3.0,100,14.3,19,Tropical Farms,False,,2025-07-30,4.0,80.0,medio
PRD-1016,Cerveza Local 355ml,bebidas,2025-09-05,220,1.8,180,25.7,34,BrewMasters,False,,2025-07-31,12.0,60.0,bajo
PRD-1017,Queso Cheddar 200g,lacteos,2025-08-16,95,3.2,55,7.9,14,DairyBest Co.,False,,2025-07-30,4.0,70.0,bajo
PRD-1018,Jamon Serrano 100g,carnes,2025-08-14,75,4.5,35,5.0,12,CuredMeat Inc.,False,,2025-07-29,2.0,85.0,alto
PRD-1019,Refresco Limón 2L,bebidas,2025-08-25,160,1.4,155,22.1,23,FizzBeverages,True,1.2,2025-07-30,8.0,55.0,bajo
PRD1001,Manzanas rojas,frutas,2025-08-31,150,2.5,120,17.1,59,FruitSupply Co.,False,,2025-07-30,4.0,65.0,medio
PRD1002,Leche entera litro,lacteos,2025-08-15,80,1.2,70,10.0,13,DairyBest Ltd.,True,0.9,2025-07-31,4.0,85.0,alto
PRD1003,Bananas maduras,frutas,2025-08-20,200,1.0,160,22.9,18,Tropical Fruits Inc.,False,,2025-07-29,14.0,70.0,medio
PRD1004,Pechuga de pollo,carnes,2025-08-10,60,5.5,45,6.4,8,FreshMeat Supplies,True,5.0,2025-07-31,2.0,60.0,alto
PRD1005,Queso gouda,lacteos,2025-08-28,50,3.8,40,5.7,26,CheeseWorld Ltd.,False,,2025-07-28,8.0,75.0,medio
PRD1006,Agua mineral 500ml,bebidas,2025-08-25,300,0.5,250,35.7,23,AquaPure Supplies,False,,2025-07-27,10.0,55.0,bajo
PRD1007,Pan integral,panaderia,2025-08-05,100,2.0,90,12.9,3,BakeryBest,True,1.8,2025-07-31,20.0,80.0,bajo
PRD1008,Zanahorias,verduras,2025-08-22,180,0.8,150,21.4,20,VeggieFresh Ltd.,False,,2025-07-30,5.0,60.0,medio
PRD1009,Cerveza artesanal,bebidas,2025-09-01,120,3.5,80,11.4,30,CraftBeers Co.,False,,2025-07-29,4.0,50.0,bajo
PRD1010,Yogurt natural,lacteos,2025-08-18,90,1.5,75,10.7,16,YogurtCo,True,1.2,2025-07-31,4.0,85.0,alto
PRD1011,Chocolate negro 70%,panaderia,2025-08-25,40,4.0,30,4.3,23,SweetTreats Ltd.,False,,2025-07-28,18.0,60.0,medio
PRD1012,Sandía,frutas,2025-08-19,170,3.0,140,20.0,17,Tropical Fruits Inc.,False,,2025-07-29,10.0,68.0,bajo
PRD1013,Gaseosa cola 1.5L,bebidas,2025-09-15,210,1.8,195,27.9,43,Fizzy Drinks Ltd.,True,1.5,2025-07-31,4.0,45.0,bajo
PRD1014,Espinaca fresca,verduras,2025-08-23,160,1.2,130,18.6,21,GreenLeaf Ltd.,False,,2025-07-30,4.0,70.0,medio
PRD1015,Jugo de naranja 1L,bebidas,2025-08-17,130,2.0,125,17.9,15,CitrusWorld Ltd.,False,,2025-07-31,8.0,65.0,bajo
PRD001,Manzanas Golden,frutas,2025-08-25,120,1.2,85,12.1,23,AgroFruits Ltd.,False,,2025-07-31,4.0,85.0,medio
PRD002,Leche Entera 1L,lacteos,2025-08-10,75,0.9,60,8.6,8,DairyPure,True,0.7,2025-07-30,4.0,70.0,bajo
PRD003,Broccoli Fresco,verduras,2025-08-20,50,2.5,30,4.3,18,GreenVeg Suppliers,False,,2025-07-29,2.0,80.0,medio
PRD004,Pechuga de Pollo,carnes,2025-08-05,40,5.5,25,3.6,3,MeatPro Inc.,False,,2025-07-31,0.0,65.0,alto
PRD005,Pan Baguette,panaderia,2025-08-03,100,1.0,150,21.4,1,Bakery Plus,True,0.8,2025-07-31,8.0,75.0,bajo
PRD006,Jugo de Naranja 1L,bebidas,2025-09-01,200,2.0,95,13.6,30,Citrus Co.,False,,2025-07-30,4.0,80.0,bajo
PRD007,Yogurt Griego 500g,lacteos,2025-08-15,60,3.0,40,5.7,13,YogoBest,False,,2025-07-31,4.0,60.0,bajo
PRD008,Carne de Res Molida 500g,carnes,2025-08-07,30,6.0,20,2.9,5,ResFarm Suppliers,False,,2025-07-30,0.0,65.0,alto
PRD009,Agua Mineral 1.5L,bebidas,2025-09-10,150,1.5,80,11.4,39,MineralWorld,False,,2025-07-30,4.0,70.0,bajo
PRD010,Pan de Cookies,panaderia,2025-08-04,90,1.5,130,18.6,2,SweetBakery,True,1.2,2025-07-31,8.0,75.0,bajo
PRD011,Fresa Congelada 1kg,frutas,2025-08-30,70,3.5,55,7.9,28,FrozenFruits Inc.,False,,2025-07-30,-18.0,45.0,alto
PRD012,Vino Tinto 750ml,bebidas,2025-09-20,80,8.5,45,6.4,49,VinoViva,False,,2025-07-31,14.0,60.0,medio
PRD013,Queso Manchego 250g,lacteos,2025-08-25,35,4.5,25,3.6,23,CheeseMasters,False,,2025-07-30,4.0,50.0,bajo
PRD014,Cerveza Artesanal 330ml,bebidas,2025-09-15,90,3.8,35,5.0,44,BrewMasters,False,,2025-07-29,4.0,65.0,medio
PRD015,Jamon Serrano 100g,carnes,2025-08-18,45,7.0,15,2.1,16,SerranoDelights,False,,2025-07-30,0.0,60.0,alto
PRD016,Mandarina Navel,frutas,2025-08-24,100,1.3,75,10.7,22,CitrusPro,False,,2025-07-31,4.0,85.0,medio
PRD017,Refresco Cola 1.5L,bebidas,2025-09-05,180,1.4,110,15.7,34,Fizzy Drinks,True,1.2,2025-07-31,4.0,70.0,bajo
PRD018,Queso Brie 200g,lacteos,2025-08-28,25,6.5,10,1.4,26,LuxuryCheese,False,,2025-07-29,4.0,55.0,bajo
PRD019,Coca Cola 2L,bebidas,2025-09-12,220,2.0,130,18.6,41,Fizzy Drinks,False,,2025-07-31,4.0,70.0,bajo
PRD001,Manzanas Golden,frutas,2025-08-25,120,1.2,65,9.3,23,Frutas del Valle,False,,2025-07-30,4.0,60.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-08-15,85,0.9,75,10.7,13,Lácteos San Miguel,True,0.75,2025-07-31,4.0,70.0,bajo
PRD003,Tomates Riñón,verduras,2025-08-20,200,0.5,130,18.6,18,Verduras La Huerta,False,,2025-07-29,8.0,65.0,medio
PRD004,Filetes de Pollo,carnes,2025-08-10,60,5.5,40,5.7,8,Carnes del Valle,False,,2025-07-28,2.0,55.0,alto
PRD005,Pan Integral 500g,panaderia,2025-08-05,150,2.0,90,12.9,3,Panadería La Esquina,True,1.8,2025-07-31,22.0,50.0,bajo
PRD006,Coca Cola 2L,bebidas,2025-09-01,300,1.8,180,25.7,30,Bebidas Internacional,False,,2025-07-30,4.0,65.0,bajo
PRD007,Yogurt Griego 150g,lacteos,2025-08-22,50,1.5,55,7.9,20,Yogurt Express,False,,2025-07-29,4.0,60.0,bajo
PRD008,Bananas maduras,frutas,2025-08-24,180,0.8,110,15.7,22,Bananas del Pacífico,False,,2025-07-30,5.0,70.0,bajo
PRD009,Jamón Cocido 200g,carnes,2025-08-12,70,3.0,30,4.3,10,Carnes Selectas,False,,2025-07-27,2.0,55.0,alto
PRD010,Refrescos variados pack 6,bebidas,2025-08-30,250,4.5,140,20.0,28,Refrescos y Mas,True,4.0,2025-07-31,4.0,60.0,bajo
PRD011,Queso Cheddar 250g,lacteos,2025-08-18,45,2.5,50,7.1,16,Quesos del Norte,False,,2025-07-28,4.0,65.0,bajo
PRD012,Lechuga Eco,verduras,2025-08-19,90,0.9,70,10.0,17,Verduras Orgánicas,False,,2025-07-29,8.0,60.0,medio
PRD013,Bebida Energética 250ml,bebidas,2025-09-05,130,2.0,100,14.3,34,Energías Positivas,False,,2025-07-30,4.0,65.0,medio
PRD014,Pastel de Zanahoria,panaderia,2025-08-07,40,3.5,25,3.6,5,Dulces y Pasteles,False,,2025-07-26,20.0,55.0,medio
PRD015,Pan de Caja Blanco 700g,panaderia,2025-08-04,100,2.2,80,11.4,2,Panadería La Dulcería,True,2.0,2025-07-31,22.0,50.0,bajo
PRD016,Agua Mineral 1.5L,bebidas,2025-09-10,220,1.0,190,27.1,39,Agua Pura,False,,2025-07-30,4.0,60.0,bajo
PRD017,Mantequilla 250g,lacteos,2025-08-14,75,2.8,60,8.6,12,Lácteos San Miguel,False,,2025-07-29,4.0,60.0,bajo
PRD018,Cerveza Artesanal Pack 6,bebidas,2025-09-15,140,8.0,90,12.9,43,Cervezas del Mundo,False,,2025-07-30,4.0,65.0,bajo
PRD019,Jamon Serrano 100g,carnes,2025-08-11,55,4.5,20,2.9,9,Cárnicas del Norte,False,,2025-07-27,2.0,55.0,alto
PRD020,Refresco Cola Light 2L,bebidas,2025-09-03,210,1.9,160,22.9,32,Refrescos y Mas,False,,2025-07-30,4.0,60.0,bajo
PRD001,Manzanas Fuji,frutas,2025-08-15,120,1.2,50,7.1,13,Frutas del Valle,False,,2025-07-31,4.0,85.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-08-10,85,1.5,60,8.6,8,Lácteos del Norte,True,1.2,2025-07-31,4.0,70.0,medio
PRD003,Bananas,frutas,2025-08-05,200,0.8,120,17.1,3,Bananas del Ecuador,False,,2025-07-29,12.0,88.0,bajo
PRD004,Carne de Res Molida 500g,carnes,2025-08-12,50,5.5,30,4.3,10,Cárnicas del Sur,False,,2025-07-30,0.0,65.0,alto
PRD005,Yogur Natural 150g,lacteos,2025-08-25,150,0.9,80,11.4,23,Dairy Co.,True,0.75,2025-07-31,4.0,75.0,medio
PRD006,Pan de Caja 600g,panaderia,2025-08-04,180,2.0,70,10.0,2,Panadería La Moderna,False,,2025-07-29,22.0,55.0,bajo
PRD007,Jugo de Naranja 1L,bebidas,2025-08-21,60,2.5,55,7.9,19,Frutas & Jugos,False,,2025-07-30,5.0,82.0,bajo
PRD008,Queso Cheddar 200g,lacteos,2025-08-20,90,3.5,65,9.3,18,Quesos del Valle,False,,2025-07-31,8.0,65.0,medio
PRD009,Fresas 250g,frutas,2025-08-07,100,2.8,40,5.7,5,Frescas del Campo,True,2.5,2025-07-30,2.0,90.0,alto
PRD010,Agua Mineral 500ml,bebidas,2025-08-19,300,0.5,200,28.6,17,Mineral Pure,False,,2025-07-31,10.0,75.0,bajo
PRD011,Cerveza Lager 330ml,bebidas,2025-09-02,250,1.8,150,21.4,31,Cervecería Central,False,,2025-07-29,8.0,60.0,bajo
PRD012,Pollo Fresco 1kg,carnes,2025-08-09,40,8.0,20,2.9,7,Carnes del Sol,False,,2025-07-30,0.0,70.0,alto
PRD013,Verduras Mixtas 1kg,verduras,2025-08-06,180,3.0,90,12.9,4,Verduras Eco,False,,2025-07-31,7.0,80.0,medio
PRD014,Pan Pita 400g,panaderia,2025-08-03,130,1.8,45,6.4,1,Panaderos Unidos,False,,2025-07-30,22.0,55.0,bajo
PRD015,Refresco Cola 2L,bebidas,2025-08-28,220,2.0,170,24.3,26,Bebidas del Mundo,True,1.7,2025-07-31,8.0,85.0,bajo
P001,Manzanas Gala,frutas,2025-08-15,120,1.2,45,6.4,13,FreshFruits Co.,False,,2025-07-30,4.0,85.0,bajo
P002,Leche Entera,lacteos,2025-08-10,80,0.9,60,8.6,8,DairyBest Ltd.,True,0.75,2025-07-31,4.0,80.0,medio
P003,Bananas,frutas,2025-08-20,200,0.5,90,12.9,18,TropicalFruit Inc.,False,,2025-07-28,13.0,70.0,bajo
P004,Carne de Res,carnes,2025-08-09,50,10.5,25,3.6,7,MeatMasters,False,,2025-07-29,2.0,65.0,alto
P005,Pan Artesano,panaderia,2025-08-05,150,2.0,120,17.1,3,Baker's Delight,True,1.5,2025-07-31,20.0,75.0,bajo
P006,Agua Mineral 500ml,bebidas,2025-09-01,300,0.8,200,28.6,30,AquaPure Ltd.,False,,2025-07-27,8.0,85.0,bajo
P007,Queso Cheddar,lacteos,2025-08-12,60,3.5,15,2.1,10,CheeseWorld,False,,2025-07-25,4.0,80.0,medio
P008,Yogurt Natural,lacteos,2025-08-16,100,0.6,55,7.9,14,DairyFresh Inc.,True,0.5,2025-07-30,4.0,85.0,bajo
P009,Pechuga de Pollo,carnes,2025-08-14,70,4.8,40,5.7,12,ChickenPro,False,,2025-07-29,2.0,60.0,alto
P010,Refresco Cola 330ml,bebidas,2025-08-25,180,1.0,130,18.6,23,FizzBeverages,False,,2025-07-26,10.0,85.0,bajo
P011,Naranja Valencias,frutas,2025-08-19,170,0.8,80,11.4,17,CitrusWorld,False,,2025-07-24,13.0,70.0,bajo
P012,Verduras Mixtas,verduras,2025-08-07,90,2.5,30,4.3,5,VeggieSupply Co.,False,,2025-07-25,5.0,80.0,medio
P013,Leche de Cabra,lacteos,2025-08-13,40,2.7,10,1.4,11,GoatDairy,False,,2025-07-26,4.0,85.0,medio
P014,Jugo de Naranja Natural,bebidas,2025-08-23,110,1.5,75,10.7,21,CitrusWorld,False,,2025-07-27,8.0,80.0,bajo
P015,Chocolate en Barra,panaderia,2025-08-14,65,2.3,35,5.0,12,SweetTreats Ltd.,True,1.8,2025-07-30,20.0,60.0,bajo
P016,Refresco de Naranja 330ml,bebidas,2025-08-18,160,1.2,125,17.9,16,FizzBeverages,False,,2025-07-25,10.0,85.0,bajo
P017,Yogurt de Coco,lacteos,2025-08-17,85,0.7,50,7.1,15,DairyTreats,False,,2025-07-30,4.0,85.0,bajo
P018,Mango,frutas,2025-08-14,130,1.5,60,8.6,12,TropicalFruit Inc.,False,,2025-07-28,13.0,70.0,bajo
P019,Vino Tinto,bebidas,2026-02-01,40,15.0,5,0.7,181,WineCellars,False,,2025-07-25,12.0,75.0,alto
P020,Pan Integral,panaderia,2025-08-10,100,2.5,100,14.3,8,Baker's Delight,False,,2025-07-30,20.0,75.0,bajo
PRD001,Manzanas Fuji,frutas,2025-08-31,120,1.2,85,12.1,29,AgroFrutas Ltda.,False,,2025-08-01,4.0,85.0,bajo
PRD002,Leche Entera,lacteos,2025-08-15,85,0.9,60,8.7,13,Lácteos del Valle,True,0.8,2025-08-01,4.0,75.0,medio
PRD003,Pechuga de Pollo,carnes,2025-08-10,50,5.5,40,5.7,8,Carnes y más,False,,2025-07-31,2.0,60.0,alto
PRD004,Pan Baguette,panaderia,2025-08-09,200,0.8,150,20.2,7,Panadería La Tradicional,True,0.7,2025-08-01,10.0,80.0,bajo
PRD005,Naranja Valenciana,frutas,2025-08-29,90,1.0,70,10.0,27,Frutas del Sol,False,,2025-08-02,5.0,90.0,bajo
PRD006,Yogurt Natural,lacteos,2025-08-12,70,0.6,55,7.9,10,Lácteos del Valle,False,,2025-07-30,4.0,70.0,medio
PRD007,Carne de Res Molida,carnes,2025-08-08,35,8.5,20,2.9,6,Carne Selecta,False,,2025-07-31,0.0,55.0,alto
PRD008,Jugo de Naranja,bebidas,2025-08-20,150,2.0,100,14.3,18,Bebidas Refrescantes S.A.,False,,2025-08-01,8.0,70.0,bajo
PRD009,Manzanas Verde,frutas,2025-08-25,110,1.3,75,10.7,23,Frutas del Sol,True,1.1,2025-08-02,4.0,85.0,bajo
PRD010,Leche Descremada,lacteos,2025-08-14,95,0.85,65,9.3,12,Lácteos del Valle,False,,2025-07-31,4.0,75.0,medio
PRD011,Jamón Cocido,carnes,2025-08-18,60,4.2,45,6.4,16,Carnes y más,False,,2025-07-30,2.0,65.0,alto
PRD012,Cerveza Lager,bebidas,2025-09-02,180,1.5,130,18.6,31,Cervezas y Más,False,,2025-08-02,6.0,65.0,bajo
PRD013,Zanahorias,verduras,2025-08-27,80,0.7,55,8.1,25,Verduras Frescas,False,,2025-08-01,4.0,85.0,bajo
PRD014,Cereal de Maíz,panaderia,2025-08-20,130,2.5,90,12.9,18,Panadería La Tradicional,False,,2025-07-29,12.0,80.0,bajo
PRD015,Agua Mineral 1.5L,bebidas,2025-09-01,210,0.5,160,22.9,30,Bebidas Refrescantes S.A.,False,,2025-08-02,7.0,60.0,bajo
PRD016,Fresas,frutas,2025-08-24,95,2.5,85,12.1,22,Frescuras del Sur,True,2.2,2025-08-01,4.0,90.0,bajo
PRD017,Plátanos,frutas,2025-08-26,105,1.1,78,11.2,24,Banana Export,False,,2025-07-31,4.0,85.0,bajo
PRD018,Cerveza Artesanal,bebidas,2025-08-25,50,3.0,30,4.3,23,Cerveza Artesanal Ltda.,False,,2025-07-30,6.0,65.0,bajo
PRD019,Queso Gouda,lacteos,2025-08-19,40,4.5,25,3.6,17,Quesos Finos,False,,2025-07-29,4.0,70.0,medio
PRD001,Manzanas Golden,frutas,2025-08-30,120,1.2,35,5.0,28,Frutas del Valle,False,,2025-07-30,4.0,85.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-08-20,80,0.9,50,7.1,18,Lácteos La Vida,True,0.75,2025-07-31,4.0,80.0,medio
PRD003,Yogur Natural 150g,lacteos,2025-08-25,150,0.5,60,8.5,23,Yogurt Plus,False,,2025-07-31,4.0,83.0,bajo
PRD004,Pechuga de Pollo,carnes,2025-08-07,50,5.5,20,2.8,5,Carnes del Norte,False,,2025-07-30,2.0,70.0,alto
PRD005,Pan Integral 500g,panaderia,2025-08-10,200,2.3,75,10.7,8,Panaderia Central,False,,2025-07-31,22.0,60.0,bajo
PRD006,Jugo de Naranja 1L,bebidas,2025-08-28,90,1.5,40,5.7,26,Bebidas del Sol,True,1.2,2025-07-30,5.0,90.0,medio
PRD007,Sopa Instantánea 60g,panaderia,2025-08-25,120,0.8,55,7.8,23,Rápido Comida,False,,2025-07-31,20.0,55.0,bajo
PRD008,Bebida Cola 2L,bebidas,2025-09-05,70,1.7,30,4.3,34,Refrescos Global,False,,2025-07-30,8.0,75.0,medio
PRD009,Manzanas Fuji,frutas,2025-08-29,100,1.5,45,6.4,27,Frutas del Valle,False,,2025-07-31,4.0,88.0,bajo
PRD010,Bananos,frutas,2025-08-23,130,0.9,38,5.4,21,Banana Supremo,False,,2025-07-30,13.0,90.0,bajo
PRD011,Zanahorias,verduras,2025-08-20,180,0.7,70,10.0,18,Verduras del Sur,False,,2025-07-31,5.0,80.0,bajo
PRD012,Pechuga de Pavo,carnes,2025-08-15,60,6.8,15,2.1,13,Aves y Carnes,False,,2025-07-30,2.0,65.0,alto
PRD013,Jugos Tropicales 1L,bebidas,2025-09-01,100,2.0,35,5.0,30,Tropical Drinks,True,1.75,2025-07-30,5.0,85.0,medio
PRD014,Queso Manchego 200g,lacteos,2025-09-05,40,4.8,10,1.4,34,Quesos del Sur,False,,2025-07-30,4.0,85.0,alto
PRD015,Chocolate Suizo 100g,panaderia,2025-08-25,90,3.0,25,3.6,23,Dulces del Valle,False,,2025-07-31,20.0,50.0,bajo
PRD016,Refresco Cola 330ml,bebidas,2025-08-20,110,0.8,65,9.3,18,Refrescos Global,False,,2025-07-30,8.0,78.0,medio
PRD017,Fresas 250g,frutas,2025-08-22,70,2.5,42,6.0,20,Frescas del Norte,False,,2025-07-31,4.0,87.0,bajo
PRD018,Agua Mineral 1.5L,bebidas,2025-09-03,95,1.1,55,7.9,32,Minerales del Sur,True,0.95,2025-07-31,10.0,65.0,medio
PRD019,Queso Crema 250g,lacteos,2025-09-02,65,3.5,20,2.8,31,Quesos del Sur,False,,2025-07-30,4.0,80.0,bajo
PRD001,Manzanas Fuji,frutas,2025-08-31,150,1.2,80,11.4,29,FreshFruits Ltd.,False,,2025-07-31,4.0,80.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-08-15,200,0.9,150,21.4,13,DairyBest Co.,True,0.8,2025-07-31,4.0,75.0,bajo
PRD003,Tomates Rosa,verduras,2025-08-22,80,0.75,60,8.6,20,VeggieFresh Inc.,False,,2025-07-30,8.0,85.0,medio
PRD004,Pechuga de Pollo,carnes,2025-08-08,50,4.5,45,6.4,6,Carnes del Sur,False,,2025-07-30,2.0,70.0,alto
PRD005,Pan Integral,panaderia,2025-08-10,120,2.0,90,12.9,8,Baker's Co.,True,1.8,2025-07-31,22.0,60.0,bajo
PRD006,Coca-Cola 500ml,bebidas,2025-09-10,300,1.0,200,28.6,39,Beverage Inc.,False,,2025-07-29,10.0,65.0,bajo
PRD007,Yogurt Natural 150g,lacteos,2025-08-20,180,0.6,140,20.0,18,DairyBest Co.,False,,2025-07-30,4.0,78.0,bajo
PRD008,Bananas Oro,frutas,2025-08-25,100,1.1,70,10.0,23,Tropical Fruits Ltd.,False,,2025-07-31,13.0,88.0,bajo
PRD009,Carne de Res Magra,carnes,2025-08-05,60,9.5,55,7.9,3,ResSupreme Ltd.,False,,2025-07-30,1.0,65.0,alto
PRD010,Jugo de Naranja 1L,bebidas,2025-09-15,250,2.5,160,22.9,44,Citrus Corp.,False,,2025-07-29,8.0,70.0,bajo
PRD011,Pan de Centeno,panaderia,2025-08-09,90,2.5,85,12.1,7,Baker's Co.,False,,2025-07-30,22.0,60.0,bajo
PRD012,Queso Gouda 200g,lacteos,2025-08-18,75,3.0,65,9.3,16,CheeseMasters,False,,2025-07-30,4.0,77.0,bajo
PRD013,Agua Mineral 1.5L,bebidas,2025-09-25,220,1.2,190,27.1,54,AquaPure Ltd.,False,,2025-07-29,10.0,72.0,bajo
PRD014,Chorizo Ibérico,carnes,2025-08-07,40,12.0,30,4.3,5,Iberico Foods,True,11.0,2025-07-30,2.0,65.0,alto
PRD015,Galletas Integrales,panaderia,2025-08-20,130,3.5,100,14.3,18,SnackTime Ltd.,False,,2025-07-29,22.0,55.0,bajo
PRD016,Refresco de Manzana 330ml,bebidas,2025-09-05,210,1.3,180,25.7,34,Beverage Inc.,False,,2025-07-28,10.0,65.0,bajo
PRD017,Mantequilla 250g,lacteos,2025-08-17,90,2.8,65,9.3,15,DairyBest Co.,False,,2025-07-30,4.0,75.0,bajo
PRD018,Peras Conferencia,frutas,2025-08-29,70,1.5,55,7.9,27,FruitKing Ltd.,False,,2025-07-31,4.0,80.0,bajo
PRD019,Agua con Gas 500ml,bebidas,2025-09-05,160,1.4,135,19.3,34,Sparkle Beverages,False,,2025-07-30,10.0,70.0,bajo
PRD020,Pan de Viena,panaderia,2025-08-14,100,2.2,95,13.6,12,Baker's Co.,False,,2025-07-30,22.0,60.0,bajo
PRD001,Manzanas Golden,frutas,2025-08-28,120,1.2,45,6.4,26,Fruity Farms,False,,2025-07-31,4.0,85.0,medio
PRD002,Leche Entera 1L,lacteos,2025-08-12,80,0.95,35,5.0,10,DairyPure,True,0.85,2025-07-31,4.0,70.0,bajo
PRD003,Brócoli Fresco,verduras,2025-08-10,60,2.5,12,1.7,8,Green Valley,False,,2025-07-30,2.0,90.0,alto
PRD004,Carne de Res 500g,carnes,2025-08-05,40,8.0,8,1.2,3,Carnes del Sur,False,,2025-07-31,0.0,75.0,alto
PRD005,Pan Integral 500g,panaderia,2025-08-20,150,3.5,65,9.3,18,Panadería Central,True,3.0,2025-07-31,20.0,60.0,bajo
PRD006,Agua Mineral 1.5L,bebidas,2025-09-10,300,0.65,120,17.1,39,AquaPure,False,,2025-07-30,10.0,50.0,bajo
PRD007,Yogur Natural 150g,lacteos,2025-08-15,90,1.0,50,7.1,13,DairyPure,False,,2025-07-31,4.0,80.0,bajo
PRD008,Tomates Cherry 250g,verduras,2025-08-09,70,2.0,20,2.9,7,Fresh Harvest,False,,2025-07-29,2.0,85.0,alto
PRD009,Jugo de Naranja 1L,bebidas,2025-08-27,200,2.2,55,7.9,25,CitrusCo,True,2.0,2025-07-30,8.0,70.0,bajo
PRD010,Queso Manchego 200g,lacteos,2025-08-19,50,4.5,10,1.4,17,Quesos del Campo,False,,2025-07-31,4.0,85.0,bajo
PRD011,Cerveza Artesanal 330ml,bebidas,2025-09-05,100,3.0,40,5.7,34,BrewMasters,False,,2025-07-31,4.0,60.0,medio
PRD012,Zanahorias 1kg,verduras,2025-08-22,130,1.1,30,4.3,20,Green Valley,False,,2025-07-31,2.0,88.0,alto
PRD013,Pan Fino 300g,panaderia,2025-08-17,110,4.0,60,8.6,15,Panadería delicias,False,,2025-07-31,20.0,55.0,bajo
PRD014,Jamon Serrano 100g,carnes,2025-08-05,25,6.0,5,0.7,3,Embargos Serranos,False,,2025-07-31,0.0,70.0,alto
PRD015,Refresco Cola 2L,bebidas,2025-09-02,250,1.5,100,14.3,31,Bevera Inc.,True,1.3,2025-07-31,8.0,65.0,bajo
PRD016,Naranja Navel 1kg,frutas,2025-08-24,140,1.3,38,5.4,22,CitrusCo,False,,2025-07-30,4.0,85.0,medio
PRD017,Baguette Francés 250g,panaderia,2025-08-16,90,2.8,55,7.9,14,Panadería Central,False,,2025-07-31,20.0,55.0,bajo
PRD018,Cerveza Radler 330ml,bebidas,2025-08-25,80,3.2,22,3.2,23,BrewMasters,False,,2025-07-29,4.0,60.0,medio
PRD019,Plátanos Madurados 1kg,frutas,2025-08-23,110,1.4,42,6.0,21,Tropical Fruits,False,,2025-07-31,4.0,85.0,medio
PRD001,Manzanas Fuji,frutas,2025-08-31,120,2.5,70,10.0,29,Frutas del Valle,True,2.0,2025-07-28,4.0,75.0,medio
PRD002,Leche Entera 1L,lacteos,2025-08-20,85,1.2,55,7.9,18,Lácteos La Colina,False,,2025-07-30,4.0,80.0,alto
PRD003,Jamon Cocido 200g,carnes,2025-08-07,60,3.5,30,4.3,5,Carnes Selectas,False,,2025-07-25,2.0,65.0,alto
PRD004,Pan Integral 500g,panaderia,2025-08-12,150,1.0,90,12.9,10,Panaderia La Espiga,True,0.9,2025-07-31,22.0,55.0,bajo
PRD005,Refresco Cola 330ml,bebidas,2025-09-15,200,0.75,150,21.4,43,Bebidas del Mundo,False,,2025-07-29,10.0,70.0,bajo
PRD006,Queso Gouda 250g,lacteos,2025-08-19,40,4.5,20,2.9,17,Quesos y Más,False,,2025-07-27,5.0,85.0,medio
PRD007,Fresas 250g,frutas,2025-08-05,90,3.0,80,11.4,3,Fresas Naturales,True,2.5,2025-07-31,4.0,78.0,medio
PRD008,Carne de Res 1kg,carnes,2025-08-10,50,12.0,25,3.6,8,Carnes Premium,False,,2025-07-30,1.0,60.0,alto
