producto_id,nombre_producto,categoria,fecha_caducidad,stock_actual,precio_unitario,sales_ultimos_7d,ventas_promedio_diaria,dias_hasta_caducidad,proveedor,en_promocion,precio_promocion,fecha_ultima_venta,temperatura_almacen,humedad_almacen,categoria_riesgo
PRD-010,Pan de Molde Integral,panaderia,2024-08-02,181,1.56,209,31.17,0,WholeGrain Bakery,False,,2024-08-02,20.43,63.96,medio
PRD-011,Fresa Orgánica 250g,frutas,2024-08-18,74,2.21,50,7.09,19,BerryFarm Ltd.,False,,2024-07-30,3.93,86.81,bajo
PRD-012,Refresco Cola 330ml,bebidas,2024-09-01,130,1.1,114,16.65,32,FizzBrew Ltd.,False,,2024-07-31,7.43,58.72,bajo
PRD-013,Galletas Integrales 200g,panaderia,2024-08-20,98,2.64,80,12.5,21,SnacksWorld,False,,2024-07-30,21.13,75.98,medio
PRD-014,Carne de Cerdo Chuleta 1kg,carnes,2024-08-05,44,10.17,27,3.39,7,PorkProducers Inc.,False,,2024-07-29,-1.93,73.01,alto
PRD-015,Agua Saborizada Limón 330ml,bebidas,2024-08-25,93,1.37,81,9.92,25,FlavorDrinks Ltd.,True,1.38,2024-07-31,4.05,83.31,bajo
PRD-016,Queso Mozzarella 200g,lacteos,2024-08-17,59,4.14,63,9.26,18,DairyBest Ltd.,False,,2024-07-30,8.35,68.67,bajo
PRD-017,Fresas Congeladas 500g,frutas,2024-08-27,87,3.17,65,9.06,29,FrozenFruits Ltd.,False,,2024-07-29,-17.58,62.33,alto
PRD-018,Cerveza Artesanal 330ml,bebidas,2024-09-05,120,2.56,81,12.37,37,CraftBeers Inc.,False,,2024-07-30,11.48,58.56,bajo
PRD-019,Chocolate negro 70% 100g,panaderia,2024-08-22,73,2.15,65,8.55,23,SweetTreats Ltd.,True,1.89,2024-07-30,21.36,46.37,medio
PRD-020,Galletas de Arroz 150g,panaderia,2024-08-24,94,2.53,79,11.67,26,RiceCookies Co.,False,,2024-07-29,19.67,69.94,medio
PRD-1001,Manzanas Golden,frutas,2024-08-20,139,1.25,87,12.19,21,AgroFruits Ltd.,False,,2024-07-30,3.86,87.45,medio
PRD-1002,Leche Entera 1L,lacteos,2024-08-12,84,1.0,66,9.43,12,DairyBest Co.,True,0.95,2024-07-31,3.63,71.51,bajo
PRD-1003,Tomates Rojos,verduras,2024-08-18,196,0.65,148,22.95,20,FarmFresh Ltd.,False,,2024-07-29,9.38,83.83,medio
PRD-1004,Bistec de Res 500g,carnes,2024-08-05,49,7.92,27,4.13,8,CarnesPremium,False,,2024-07-28,0.0,86.01,alto
PRD-1005,Pan Integral 500g,panaderia,2024-08-07,194,2.04,163,24.0,8,BakeGood,True,1.8,2024-07-30,22.11,60.27,bajo
PRD-1006,Agua Mineral 1.5L,bebidas,2024-09-01,315,0.54,218,29.57,32,HydroSupply Inc.,False,,2024-07-31,7.36,52.53,bajo
PRD-1007,Yogur Natural 125g,lacteos,2024-08-10,115,1.03,90,13.12,10,YogurPlus,False,,2024-07-31,4.1,80.39,bajo
PRD-1008,Bananas 1kg,frutas,2024-08-19,185,1.16,129,20.45,21,Tropical Farms,True,0.99,2024-07-29,4.17,76.27,medio
PRD-1009,Pollo Entero 1kg,carnes,2024-08-04,55,7.26,38,5.18,8,FreshMeat Co.,False,,2024-07-27,1.82,90.09,alto
PRD-1010,Jugo de Naranja 1L,bebidas,2024-08-17,242,1.37,196,24.82,17,CitrusCo,False,,2024-07-31,7.72,56.4,bajo
PRD-1011,Queso Gouda 200g,lacteos,2024-08-09,83,2.64,54,8.48,10,DairyBest Co.,False,,2024-07-30,4.05,64.6,bajo
PRD-1012,Carne de Cerdo 1kg,carnes,2024-08-03,41,7.46,25,3.43,9,CarnesPremium,False,,2024-07-25,2.1,83.3,alto
PRD-1013,Refresco Cola 2L,bebidas,2024-09-01,138,1.46,128,21.41,33,FizzBeverages,True,1.28,2024-07-30,8.57,45.26,bajo
PRD-1014,Leche Descremada 1L,lacteos,2024-08-11,99,0.86,75,9.66,11,DairyBest Co.,False,,2024-07-31,4.34,79.37,bajo
PRD-1015,Sandía 2kg,frutas,2024-08-21,149,3.09,94,14.43,22,Tropical Farms,False,,2024-07-30,3.71,72.19,medio
PRD-1016,Cerveza Local 355ml,bebidas,2024-09-05,233,1.76,177,24.86,36,BrewMasters,False,,2024-07-31,11.42,57.22,bajo
PRD-1017,Queso Cheddar 200g,lacteos,2024-08-16,93,3.32,53,7.18,17,DairyBest Co.,False,,2024-07-30,4.09,69.55,bajo
PRD-1018,Jamon Serrano 100g,carnes,2024-08-14,68,4.64,32,4.63,16,CuredMeat Inc.,False,,2024-07-29,2.14,83.91,alto
PRD-1019,Refresco Limón 2L,bebidas,2024-08-25,151,1.34,166,23.96,26,FizzBeverages,True,1.25,2024-07-30,8.66,52.4,bajo
PRD1001,Manzanas rojas,frutas,2024-08-31,147,2.55,130,15.92,32,FruitSupply Co.,False,,2024-07-30,3.65,66.82,medio
PRD1002,Leche entera litro,lacteos,2024-08-15,86,1.16,63,9.12,15,DairyBest Ltd.,True,0.94,2024-07-31,4.13,77.68,alto
PRD1003,Bananas maduras,frutas,2024-08-20,183,1.03,163,20.62,22,Tropical Fruits Inc.,False,,2024-07-29,13.32,66.01,medio
PRD1004,Pechuga de pollo,carnes,2024-08-10,65,5.85,44,6.09,10,FreshMeat Supplies,True,4.7,2024-07-31,2.16,57.28,alto
PRD1005,Queso gouda,lacteos,2024-08-28,47,3.55,39,5.57,31,CheeseWorld Ltd.,False,,2024-07-28,8.22,70.15,medio
PRD1006,Agua mineral 500ml,bebidas,2024-08-25,317,0.49,239,33.78,29,AquaPure Supplies,False,,2024-07-27,9.84,60.2,bajo
PRD1007,Pan integral,panaderia,2024-08-05,95,1.84,94,11.67,5,BakeryBest,True,1.75,2024-07-31,20.76,74.87,bajo
PRD1008,Zanahorias,verduras,2024-08-22,188,0.85,139,20.81,23,VeggieFresh Ltd.,False,,2024-07-30,4.77,57.65,medio
PRD1009,Cerveza artesanal,bebidas,2024-09-01,127,3.45,74,12.14,34,CraftBeers Co.,False,,2024-07-29,3.75,53.04,bajo
PRD1010,Yogurt natural,lacteos,2024-08-18,95,1.41,70,10.37,18,YogurtCo,True,1.29,2024-07-31,4.18,86.55,alto
PRD1011,Chocolate negro 70%,panaderia,2024-08-25,40,3.73,28,4.08,28,SweetTreats Ltd.,False,,2024-07-28,16.8,63.44,medio
PRD1012,Sandía,frutas,2024-08-19,159,3.28,145,19.34,21,Tropical Fruits Inc.,False,,2024-07-29,9.41,74.44,bajo
PRD1013,Gaseosa cola 1.5L,bebidas,2024-09-15,204,1.69,194,27.4,46,Fizzy Drinks Ltd.,True,1.46,2024-07-31,3.84,45.56,bajo
PRD1014,Espinaca fresca,verduras,2024-08-23,144,1.2,133,17.13,24,GreenLeaf Ltd.,False,,2024-07-30,3.96,65.12,medio
PRD1015,Jugo de naranja 1L,bebidas,2024-08-17,123,1.97,114,18.95,17,CitrusWorld Ltd.,False,,2024-07-31,7.79,60.8,bajo
PRD001,Manzanas Golden,frutas,2024-08-25,131,1.24,83,12.47,25,AgroFruits Ltd.,False,,2024-07-31,3.97,79.71,medio
PRD002,Leche Entera 1L,lacteos,2024-08-10,75,0.9,65,8.22,11,DairyPure,True,0.65,2024-07-30,4.26,70.15,bajo
PRD003,Broccoli Fresco,verduras,2024-08-20,48,2.33,31,4.32,22,GreenVeg Suppliers,False,,2024-07-29,2.09,79.3,medio
PRD004,Pechuga de Pollo,carnes,2024-08-05,43,5.1,22,3.63,5,MeatPro Inc.,False,,2024-07-31,0.0,59.53,alto
PRD005,Pan Baguette,panaderia,2024-08-03,109,0.94,159,21.43,3,Bakery Plus,True,0.82,2024-07-31,8.41,71.69,bajo
PRD006,Jugo de Naranja 1L,bebidas,2024-09-01,184,2.03,91,13.02,33,Citrus Co.,False,,2024-07-30,3.81,87.17,bajo
PRD007,Yogurt Griego 500g,lacteos,2024-08-15,60,2.73,41,6.26,15,YogoBest,False,,2024-07-31,3.96,59.85,bajo
PRD008,Carne de Res Molida 500g,carnes,2024-08-07,27,5.82,19,2.96,8,ResFarm Suppliers,False,,2024-07-30,0.0,66.11,alto
PRD009,Agua Mineral 1.5L,bebidas,2024-09-10,151,1.56,79,12.35,42,MineralWorld,False,,2024-07-30,4.09,65.01,bajo
PRD010,Pan de Cookies,panaderia,2024-08-04,94,1.63,142,19.58,4,SweetBakery,True,1.16,2024-07-31,8.59,76.75,bajo
PRD011,Fresa Congelada 1kg,frutas,2024-08-30,73,3.16,60,7.87,31,FrozenFruits Inc.,False,,2024-07-30,-18.02,49.04,alto
PRD012,Vino Tinto 750ml,bebidas,2024-09-20,78,8.11,42,5.93,51,VinoViva,False,,2024-07-31,15.15,54.99,medio
PRD013,Queso Manchego 250g,lacteos,2024-08-25,32,4.14,25,3.62,26,CheeseMasters,False,,2024-07-30,4.36,49.15,bajo
PRD014,Cerveza Artesanal 330ml,bebidas,2024-09-15,83,3.75,34,4.72,48,BrewMasters,False,,2024-07-29,4.31,71.48,medio
PRD015,Jamon Serrano 100g,carnes,2024-08-18,46,7.16,16,2.04,19,SerranoDelights,False,,2024-07-30,0.0,57.9,alto
PRD016,Mandarina Navel,frutas,2024-08-24,108,1.26,70,11.39,24,CitrusPro,False,,2024-07-31,3.62,90.83,medio
PRD017,Refresco Cola 1.5L,bebidas,2024-09-05,192,1.27,99,15.25,36,Fizzy Drinks,True,1.3,2024-07-31,4.11,72.42,bajo
PRD018,Queso Brie 200g,lacteos,2024-08-28,23,7.05,10,1.26,30,LuxuryCheese,False,,2024-07-29,4.0,51.91,bajo
PRD019,Coca Cola 2L,bebidas,2024-09-12,214,2.11,132,17.49,43,Fizzy Drinks,False,,2024-07-31,3.89,75.76,bajo
PRD001,Manzanas Golden,frutas,2024-08-25,109,1.15,60,9.83,26,Frutas del Valle,False,,2024-07-30,4.38,60.43,bajo
PRD002,Leche Entera 1L,lacteos,2024-08-15,84,0.82,76,11.42,15,Lácteos San Miguel,True,0.72,2024-07-31,4.23,69.6,bajo
PRD003,Tomates Riñón,verduras,2024-08-20,195,0.49,133,20.18,22,Verduras La Huerta,False,,2024-07-29,7.26,65.38,medio
PRD004,Filetes de Pollo,carnes,2024-08-10,60,5.96,40,5.96,13,Carnes del Valle,False,,2024-07-28,2.0,49.77,alto
PRD005,Pan Integral 500g,panaderia,2024-08-05,145,1.94,91,13.09,5,Panadería La Esquina,True,1.88,2024-07-31,23.76,45.09,bajo
PRD006,Coca Cola 2L,bebidas,2024-09-01,316,1.66,168,26.78,33,Bebidas Internacional,False,,2024-07-30,3.88,62.15,bajo
PRD007,Yogurt Griego 150g,lacteos,2024-08-22,52,1.45,53,8.17,24,Yogurt Express,False,,2024-07-29,3.72,56.43,bajo
PRD008,Bananas maduras,frutas,2024-08-24,191,0.82,112,15.28,25,Bananas del Pacífico,False,,2024-07-30,5.01,66.75,bajo
PRD009,Jamón Cocido 200g,carnes,2024-08-12,70,3.21,28,4.44,16,Carnes Selectas,False,,2024-07-27,2.02,50.39,alto
PRD010,Refrescos variados pack 6,bebidas,2024-08-30,263,4.73,135,18.78,30,Refrescos y Mas,True,3.9,2024-07-31,3.92,65.62,bajo
PRD011,Queso Cheddar 250g,lacteos,2024-08-18,44,2.51,46,7.28,21,Quesos del Norte,False,,2024-07-28,3.83,66.15,bajo
PRD012,Lechuga Eco,verduras,2024-08-19,98,0.92,73,9.4,21,Verduras Orgánicas,False,,2024-07-29,8.6,58.32,medio
PRD013,Bebida Energética 250ml,bebidas,2024-09-05,129,1.87,106,13.77,37,Energías Positivas,False,,2024-07-30,4.3,69.29,medio
PRD014,Pastel de Zanahoria,panaderia,2024-08-07,36,3.21,25,3.38,12,Dulces y Pasteles,False,,2024-07-26,20.42,60.11,medio
PRD015,Pan de Caja Blanco 700g,panaderia,2024-08-04,109,2.18,82,12.02,4,Panadería La Dulcería,True,1.92,2024-07-31,21.09,52.51,bajo
PRD016,Agua Mineral 1.5L,bebidas,2024-09-10,213,1.0,194,26.89,42,Agua Pura,False,,2024-07-30,3.95,58.84,bajo
PRD017,Mantequilla 250g,lacteos,2024-08-14,72,2.89,55,8.44,16,Lácteos San Miguel,False,,2024-07-29,3.61,56.75,bajo
PRD018,Cerveza Artesanal Pack 6,bebidas,2024-09-15,140,7.23,83,12.1,47,Cervezas del Mundo,False,,2024-07-30,4.14,60.17,bajo
PRD019,Jamon Serrano 100g,carnes,2024-08-11,56,4.79,18,2.66,15,Cárnicas del Norte,False,,2024-07-27,2.19,59.11,alto
PRD020,Refresco Cola Light 2L,bebidas,2024-09-03,199,2.01,173,25.0,35,Refrescos y Mas,False,,2024-07-30,3.61,56.38,bajo
PRD001,Manzanas Fuji,frutas,2024-08-15,128,1.28,54,7.3,15,Frutas del Valle,False,,2024-07-31,3.99,80.77,bajo
PRD002,Leche Entera 1L,lacteos,2024-08-10,85,1.54,60,8.54,10,Lácteos del Norte,True,1.29,2024-07-31,3.74,70.34,medio
PRD003,Bananas,frutas,2024-08-05,219,0.85,131,16.22,7,Bananas del Ecuador,False,,2024-07-29,13.18,90.07,bajo
PRD004,Carne de Res Molida 500g,carnes,2024-08-12,48,5.95,29,4.04,13,Cárnicas del Sur,False,,2024-07-30,0.0,58.72,alto
PRD005,Yogur Natural 150g,lacteos,2024-08-25,151,0.83,74,12.14,25,Dairy Co.,True,0.69,2024-07-31,4.09,69.05,medio
PRD006,Pan de Caja 600g,panaderia,2024-08-04,169,1.91,76,9.92,6,Panadería La Moderna,False,,2024-07-29,20.02,52.52,bajo
PRD007,Jugo de Naranja 1L,bebidas,2024-08-21,59,2.58,57,7.85,22,Frutas & Jugos,False,,2024-07-30,5.17,86.17,bajo
PRD008,Queso Cheddar 200g,lacteos,2024-08-20,89,3.26,63,9.25,20,Quesos del Valle,False,,2024-07-31,8.09,66.65,medio
PRD009,Fresas 250g,frutas,2024-08-07,99,2.96,41,5.43,8,Frescas del Campo,True,2.49,2024-07-30,2.17,90.82,alto
PRD010,Agua Mineral 500ml,bebidas,2024-08-19,306,0.49,197,27.09,19,Mineral Pure,False,,2024-07-31,10.55,75.08,bajo
PRD011,Cerveza Lager 330ml,bebidas,2024-09-02,265,1.72,154,19.59,35,Cervecería Central,False,,2024-07-29,8.25,64.17,bajo
PRD012,Pollo Fresco 1kg,carnes,2024-08-09,38,7.96,18,2.64,10,Carnes del Sol,False,,2024-07-30,0.0,67.2,alto
PRD013,Verduras Mixtas 1kg,verduras,2024-08-06,195,3.17,92,11.83,6,Verduras Eco,False,,2024-07-31,6.52,80.27,medio
PRD014,Pan Pita 400g,panaderia,2024-08-03,141,1.66,43,6.11,4,Panaderos Unidos,False,,2024-07-30,21.99,60.3,bajo
PRD015,Refresco Cola 2L,bebidas,2024-08-28,198,2.05,181,26.03,28,Bebidas del Mundo,True,1.65,2024-07-31,8.14,89.26,bajo
P001,Manzanas Gala,frutas,2024-08-15,118,1.16,49,6.59,16,FreshFruits Co.,False,,2024-07-30,4.07,79.93,bajo
P002,Leche Entera,lacteos,2024-08-10,74,0.87,58,8.08,10,DairyBest Ltd.,True,0.7,2024-07-31,3.77,76.94,medio
P003,Bananas,frutas,2024-08-20,202,0.52,97,13.92,23,TropicalFruit Inc.,False,,2024-07-28,13.38,73.48,bajo
P004,Carne de Res,carnes,2024-08-09,47,9.51,23,3.43,11,MeatMasters,False,,2024-07-29,2.11,65.04,alto
P005,Pan Artesano,panaderia,2024-08-05,143,2.14,111,15.58,5,Baker's Delight,True,1.42,2024-07-31,18.38,80.84,bajo
P006,Agua Mineral 500ml,bebidas,2024-09-01,294,0.78,180,30.93,36,AquaPure Ltd.,False,,2024-07-27,8.32,84.52,bajo
P007,Queso Cheddar,lacteos,2024-08-12,57,3.42,15,1.91,18,CheeseWorld,False,,2024-07-25,4.01,86.25,medio
P008,Yogurt Natural,lacteos,2024-08-16,108,0.64,56,8.41,17,DairyFresh Inc.,True,0.54,2024-07-30,4.17,93.28,bajo
P009,Pechuga de Pollo,carnes,2024-08-14,72,4.51,41,5.9,16,ChickenPro,False,,2024-07-29,2.01,65.72,alto
P010,Refresco Cola 330ml,bebidas,2024-08-25,173,1.05,127,19.9,30,FizzBeverages,False,,2024-07-26,10.53,87.06,bajo
P011,Naranja Valencias,frutas,2024-08-19,159,0.77,74,11.03,26,CitrusWorld,False,,2024-07-24,13.25,65.8,bajo
P012,Verduras Mixtas,verduras,2024-08-07,94,2.28,30,4.72,13,VeggieSupply Co.,False,,2024-07-25,5.47,85.7,medio
P013,Leche de Cabra,lacteos,2024-08-13,36,2.74,9,1.28,18,GoatDairy,False,,2024-07-26,3.94,78.46,medio
P014,Jugo de Naranja Natural,bebidas,2024-08-23,111,1.42,73,11.63,27,CitrusWorld,False,,2024-07-27,8.6,87.61,bajo
P015,Chocolate en Barra,panaderia,2024-08-14,71,2.31,33,4.63,15,SweetTreats Ltd.,True,1.8,2024-07-30,21.01,65.38,bajo
P016,Refresco de Naranja 330ml,bebidas,2024-08-18,156,1.18,129,18.74,24,FizzBeverages,False,,2024-07-25,9.53,91.74,bajo
P017,Yogurt de Coco,lacteos,2024-08-17,76,0.69,48,6.68,18,DairyTreats,False,,2024-07-30,3.71,77.05,bajo
P018,Mango,frutas,2024-08-14,122,1.62,65,9.0,17,TropicalFruit Inc.,False,,2024-07-28,14.22,73.18,bajo
P019,Vino Tinto,bebidas,2024-02-01,37,16.17,4,0.74,-175,WineCellars,False,,2024-07-25,11.65,76.28,alto
P020,Pan Integral,panaderia,2024-08-10,105,2.74,107,14.96,11,Baker's Delight,False,,2024-07-30,19.01,79.81,bajo
PRD001,Manzanas Fuji,frutas,2024-08-31,110,1.24,92,13.0,30,AgroFrutas Ltda.,False,,2024-08-01,3.87,77.48,bajo
PRD002,Leche Entera,lacteos,2024-08-15,84,0.89,55,9.35,14,Lácteos del Valle,True,0.85,2024-08-01,4.14,70.63,medio
PRD003,Pechuga de Pollo,carnes,2024-08-10,46,5.32,41,5.64,10,Carnes y más,False,,2024-07-31,1.98,59.09,alto
PRD004,Pan Baguette,panaderia,2024-08-09,196,0.82,155,19.13,8,Panadería La Tradicional,True,0.74,2024-08-01,9.17,73.75,bajo
PRD005,Naranja Valenciana,frutas,2024-08-29,94,1.0,67,10.01,27,Frutas del Sol,False,,2024-08-02,5.26,97.13,bajo
PRD006,Yogurt Natural,lacteos,2024-08-12,72,0.57,54,8.23,13,Lácteos del Valle,False,,2024-07-30,4.28,72.31,medio
PRD007,Carne de Res Molida,carnes,2024-08-08,32,9.03,18,3.08,8,Carne Selecta,False,,2024-07-31,0.0,53.43,alto
PRD008,Jugo de Naranja,bebidas,2024-08-20,153,1.84,97,14.32,19,Bebidas Refrescantes S.A.,False,,2024-08-01,8.25,63.47,bajo
PRD009,Manzanas Verde,frutas,2024-08-25,118,1.27,76,9.96,23,Frutas del Sol,True,1.0,2024-08-02,3.74,78.08,bajo
PRD010,Leche Descremada,lacteos,2024-08-14,101,0.79,61,10.01,14,Lácteos del Valle,False,,2024-07-31,3.79,74.23,medio
PRD011,Jamón Cocido,carnes,2024-08-18,60,4.42,45,6.21,19,Carnes y más,False,,2024-07-30,2.1,65.63,alto
PRD012,Cerveza Lager,bebidas,2024-09-02,167,1.63,121,17.27,31,Cervezas y Más,False,,2024-08-02,5.83,69.83,bajo
PRD013,Zanahorias,verduras,2024-08-27,80,0.66,53,7.57,26,Verduras Frescas,False,,2024-08-01,4.3,76.58,bajo
PRD014,Cereal de Maíz,panaderia,2024-08-20,140,2.45,90,12.77,22,Panadería La Tradicional,False,,2024-07-29,12.56,76.77,bajo
PRD015,Agua Mineral 1.5L,bebidas,2024-09-01,206,0.54,153,21.8,30,Bebidas Refrescantes S.A.,False,,2024-08-02,6.88,55.94,bajo
PRD016,Fresas,frutas,2024-08-24,89,2.65,86,11.17,23,Frescuras del Sur,True,2.08,2024-08-01,4.09,96.31,bajo
PRD017,Plátanos,frutas,2024-08-26,109,1.02,84,12.19,26,Banana Export,False,,2024-07-31,3.88,87.8,bajo
PRD018,Cerveza Artesanal,bebidas,2024-08-25,51,2.7,30,4.04,26,Cerveza Artesanal Ltda.,False,,2024-07-30,6.31,70.26,bajo
PRD019,Queso Gouda,lacteos,2024-08-19,43,4.58,24,3.71,21,Quesos Finos,False,,2024-07-29,3.7,74.54,medio
PRD001,Manzanas Golden,frutas,2024-08-30,131,1.08,34,5.04,31,Frutas del Valle,False,,2024-07-30,4.25,82.93,bajo
PRD002,Leche Entera 1L,lacteos,2024-08-20,79,0.81,50,6.74,20,Lácteos La Vida,True,0.77,2024-07-31,3.65,75.7,medio
PRD003,Yogur Natural 150g,lacteos,2024-08-25,141,0.53,61,8.31,25,Yogurt Plus,False,,2024-07-31,4.32,76.9,bajo
PRD004,Pechuga de Pollo,carnes,2024-08-07,54,5.18,18,2.76,8,Carnes del Norte,False,,2024-07-30,1.94,70.16,alto
PRD005,Pan Integral 500g,panaderia,2024-08-10,196,2.21,77,10.91,10,Panaderia Central,False,,2024-07-31,22.13,54.56,bajo
PRD006,Jugo de Naranja 1L,bebidas,2024-08-28,96,1.6,43,6.26,29,Bebidas del Sol,True,1.1,2024-07-30,5.17,91.07,medio
PRD007,Sopa Instantánea 60g,panaderia,2024-08-25,116,0.76,53,7.17,25,Rápido Comida,False,,2024-07-31,21.73,52.45,bajo
PRD008,Bebida Cola 2L,bebidas,2024-09-05,67,1.8,30,4.11,37,Refrescos Global,False,,2024-07-30,8.44,72.98,medio
PRD009,Manzanas Fuji,frutas,2024-08-29,96,1.51,47,6.25,29,Frutas del Valle,False,,2024-07-31,4.24,84.94,bajo
PRD010,Bananos,frutas,2024-08-23,121,0.94,36,5.41,24,Banana Supremo,False,,2024-07-30,14.3,91.56,bajo
PRD011,Zanahorias,verduras,2024-08-20,185,0.64,71,9.3,20,Verduras del Sur,False,,2024-07-31,4.97,72.53,bajo
PRD012,Pechuga de Pavo,carnes,2024-08-15,60,7.07,14,1.91,16,Aves y Carnes,False,,2024-07-30,1.9,62.7,alto
PRD013,Jugos Tropicales 1L,bebidas,2024-09-01,103,1.84,37,5.33,33,Tropical Drinks,True,1.61,2024-07-30,5.36,91.1,medio
PRD014,Queso Manchego 200g,lacteos,2024-09-05,41,4.91,9,1.31,37,Quesos del Sur,False,,2024-07-30,3.73,84.79,alto
PRD015,Chocolate Suizo 100g,panaderia,2024-08-25,92,3.18,22,3.54,25,Dulces del Valle,False,,2024-07-31,20.53,46.3,bajo
PRD016,Refresco Cola 330ml,bebidas,2024-08-20,110,0.86,64,9.61,21,Refrescos Global,False,,2024-07-30,7.44,84.9,medio
PRD017,Fresas 250g,frutas,2024-08-22,69,2.68,40,5.62,22,Frescas del Norte,False,,2024-07-31,4.29,89.67,bajo
PRD018,Agua Mineral 1.5L,bebidas,2024-09-03,97,1.16,57,7.64,34,Minerales del Sur,True,0.97,2024-07-31,9.95,71.2,medio
PRD019,Queso Crema 250g,lacteos,2024-09-02,61,3.21,19,3.0,34,Quesos del Sur,False,,2024-07-30,3.87,76.15,bajo
PRD001,Manzanas Fuji,frutas,2024-08-31,144,1.18,87,11.33,31,FreshFruits Ltd.,False,,2024-07-31,3.69,73.89,bajo
PRD002,Leche Entera 1L,lacteos,2024-08-15,205,0.95,135,23.44,15,DairyBest Co.,True,0.86,2024-07-31,3.83,80.84,bajo
PRD003,Tomates Rosa,verduras,2024-08-22,81,0.75,62,9.4,23,VeggieFresh Inc.,False,,2024-07-30,7.42,77.37,medio
PRD004,Pechuga de Pollo,carnes,2024-08-08,50,4.53,42,6.59,9,Carnes del Sur,False,,2024-07-30,2.13,67.99,alto
PRD005,Pan Integral,panaderia,2024-08-10,120,2.05,94,11.81,10,Baker's Co.,True,1.85,2024-07-31,20.35,60.6,bajo
PRD006,Coca-Cola 500ml,bebidas,2024-09-10,282,0.94,181,31.02,43,Beverage Inc.,False,,2024-07-29,10.08,60.32,bajo
PRD007,Yogurt Natural 150g,lacteos,2024-08-20,191,0.61,151,19.99,21,DairyBest Co.,False,,2024-07-30,4.3,82.87,bajo
PRD008,Bananas Oro,frutas,2024-08-25,108,1.14,69,9.84,25,Tropical Fruits Ltd.,False,,2024-07-31,12.33,94.39,bajo
PRD009,Carne de Res Magra,carnes,2024-08-05,56,9.41,55,7.65,6,ResSupreme Ltd.,False,,2024-07-30,0.92,64.14,alto
PRD010,Jugo de Naranja 1L,bebidas,2024-09-15,228,2.53,151,21.23,48,Citrus Corp.,False,,2024-07-29,8.48,65.75,bajo
PRD011,Pan de Centeno,panaderia,2024-08-09,85,2.72,83,13.09,10,Baker's Co.,False,,2024-07-30,22.96,54.97,bajo
PRD012,Queso Gouda 200g,lacteos,2024-08-18,71,3.03,64,8.49,19,CheeseMasters,False,,2024-07-30,3.75,77.06,bajo
PRD013,Agua Mineral 1.5L,bebidas,2024-09-25,237,1.22,201,28.17,58,AquaPure Ltd.,False,,2024-07-29,9.95,78.95,bajo
PRD014,Chorizo Ibérico,carnes,2024-08-07,42,12.75,31,4.54,8,Iberico Foods,True,11.67,2024-07-30,1.99,63.53,alto
PRD015,Galletas Integrales,panaderia,2024-08-20,127,3.5,95,14.16,22,SnackTime Ltd.,False,,2024-07-29,23.29,56.93,bajo
PRD016,Refresco de Manzana 330ml,bebidas,2024-09-05,194,1.35,169,24.2,39,Beverage Inc.,False,,2024-07-28,10.61,66.08,bajo
PRD017,Mantequilla 250g,lacteos,2024-08-17,94,2.91,67,9.31,18,DairyBest Co.,False,,2024-07-30,4.05,73.45,bajo
PRD018,Peras Conferencia,frutas,2024-08-29,67,1.39,50,7.92,29,FruitKing Ltd.,False,,2024-07-31,3.88,76.54,bajo
PRD019,Agua con Gas 500ml,bebidas,2024-09-05,149,1.49,131,18.67,37,Sparkle Beverages,False,,2024-07-30,10.72,71.89,bajo
PRD020,Pan de Viena,panaderia,2024-08-14,104,2.06,93,13.5,15,Baker's Co.,False,,2024-07-30,20.32,56.6,bajo
PRD001,Manzanas Golden,frutas,2024-08-28,123,1.2,40,6.2,28,Fruity Farms,False,,2024-07-31,3.73,85.45,medio
PRD002,Leche Entera 1L,lacteos,2024-08-12,84,0.92,34,5.44,12,DairyPure,True,0.77,2024-07-31,3.84,72.58,bajo
PRD003,Brócoli Fresco,verduras,2024-08-10,60,2.31,13,1.58,11,Green Valley,False,,2024-07-30,2.03,87.96,alto
PRD004,Carne de Res 500g,carnes,2024-08-05,43,7.67,7,1.21,5,Carnes del Sur,False,,2024-07-31,0.0,80.28,alto
PRD005,Pan Integral 500g,panaderia,2024-08-20,147,3.71,71,10.09,20,Panadería Central,True,2.86,2024-07-31,21.13,60.61,bajo
PRD006,Agua Mineral 1.5L,bebidas,2024-09-10,300,0.7,115,16.89,42,AquaPure,False,,2024-07-30,9.78,48.62,bajo
PRD007,Yogur Natural 150g,lacteos,2024-08-15,84,1.04,46,6.79,15,DairyPure,False,,2024-07-31,3.62,82.25,bajo
PRD008,Tomates Cherry 250g,verduras,2024-08-09,64,1.91,19,3.09,11,Fresh Harvest,False,,2024-07-29,1.81,90.38,alto
PRD009,Jugo de Naranja 1L,bebidas,2024-08-27,206,2.37,53,8.23,28,CitrusCo,True,2.09,2024-07-30,7.97,72.18,bajo
PRD010,Queso Manchego 200g,lacteos,2024-08-19,54,4.36,9,1.38,19,Quesos del Campo,False,,2024-07-31,3.85,89.77,bajo
PRD011,Cerveza Artesanal 330ml,bebidas,2024-09-05,90,3.19,40,5.94,36,BrewMasters,False,,2024-07-31,3.97,56.96,medio
PRD012,Zanahorias 1kg,verduras,2024-08-22,139,1.14,27,4.34,22,Green Valley,False,,2024-07-31,2.13,88.46,alto
